Data;Hora;Chuva;Nivel ;Vazao
01/04/2024;00:00:00;0.00;172.00;94.00
01/04/2024;01:00:00;0.00;170.00;90.90
01/04/2024;02:00:00;0.00;169.00;89.40
01/04/2024;03:00:00;0.00;168.00;87.80
01/04/2024;04:00:00;0.00;166.00;84.50
01/04/2024;05:00:00;0.00;165.00;83.40
01/04/2024;06:00:00;0.00;164.00;82.20
01/04/2024;07:00:00;0.00;162.00;79.90
01/04/2024;08:00:00;0.00;161.00;78.80
01/04/2024;09:00:00;0.00;160.00;77.70
01/04/2024;10:00:00;0.00;158.00;75.50
01/04/2024;11:00:00;0.00;157.00;74.40
01/04/2024;12:00:00;0.00;156.00;73.30
01/04/2024;13:00:00;0.00;156.00;73.30
01/04/2024;14:00:00;0.00;155.00;72.20
01/04/2024;15:00:00;0.00;154.00;71.10
01/04/2024;16:00:00;0.00;154.00;71.10
01/04/2024;17:00:00;0.00;153.00;70.10
01/04/2024;18:00:00;0.00;153.00;70.10
01/04/2024;19:00:00;0.00;153.00;70.10
01/04/2024;20:00:00;0.00;152.00;69.00
01/04/2024;21:00:00;0.00;152.00;69.00
01/04/2024;22:00:00;0.00;151.00;68.00
01/04/2024;23:00:00;0.00;151.00;68.00
02/04/2024;00:00:00;0.00;151.00;68.00
02/04/2024;01:00:00;0.00;151.00;68.00
02/04/2024;02:00:00;0.00;150.00;66.90
02/04/2024;03:00:00;0.00;150.00;66.90
02/04/2024;04:00:00;0.00;150.00;66.90
02/04/2024;05:00:00;0.00;150.00;66.90
02/04/2024;06:00:00;0.00;149.00;65.90
02/04/2024;07:00:00;0.00;149.00;65.90
02/04/2024;08:00:00;0.00;148.00;64.90
02/04/2024;09:00:00;0.00;148.00;64.90
02/04/2024;10:00:00;0.00;147.00;63.80
02/04/2024;11:00:00;0.00;146.00;62.80
02/04/2024;12:00:00;0.00;146.00;62.80
02/04/2024;13:00:00;0.00;145.00;61.80
02/04/2024;14:00:00;0.00;145.00;61.80
02/04/2024;15:00:00;0.00;145.00;61.80
02/04/2024;16:00:00;0.00;144.00;60.80
02/04/2024;17:00:00;0.00;143.00;59.90
02/04/2024;18:00:00;0.00;143.00;59.90
02/04/2024;19:00:00;0.00;143.00;59.90
02/04/2024;20:00:00;0.00;143.00;59.90
02/04/2024;21:00:00;0.00;143.00;59.90
02/04/2024;22:00:00;0.00;143.00;59.90
02/04/2024;23:00:00;0.00;143.00;59.90
03/04/2024;00:00:00;0.00;142.00;58.90
03/04/2024;01:00:00;0.00;142.00;58.90
03/04/2024;02:00:00;0.00;142.00;58.90
03/04/2024;03:00:00;0.00;142.00;58.90
03/04/2024;04:00:00;0.00;142.00;58.90
03/04/2024;05:00:00;0.00;142.00;58.90
03/04/2024;06:00:00;0.00;141.00;57.90
03/04/2024;07:00:00;0.00;141.00;57.90
03/04/2024;08:00:00;0.00;140.00;57.00
03/04/2024;09:00:00;0.00;140.00;57.00
03/04/2024;10:00:00;0.00;140.00;57.00
03/04/2024;11:00:00;0.00;139.00;56.00
03/04/2024;12:00:00;0.00;139.00;56.00
03/04/2024;13:00:00;0.00;139.00;56.00
03/04/2024;14:00:00;0.00;138.00;55.10
03/04/2024;15:00:00;0.00;139.00;56.00
03/04/2024;16:00:00;0.00;138.00;55.10
03/04/2024;17:00:00;0.00;138.00;55.10
03/04/2024;18:00:00;0.00;138.00;55.10
03/04/2024;19:00:00;0.00;137.00;54.10
03/04/2024;20:00:00;0.00;137.00;54.10
03/04/2024;21:00:00;0.00;137.00;54.10
03/04/2024;22:00:00;0.00;137.00;54.10
03/04/2024;23:00:00;0.00;137.00;54.10
04/04/2024;00:00:00;0.00;137.00;54.10
04/04/2024;01:00:00;0.00;137.00;54.10
04/04/2024;02:00:00;0.00;137.00;54.10
04/04/2024;03:00:00;0.00;137.00;54.10
04/04/2024;04:00:00;0.00;137.00;54.10
04/04/2024;05:00:00;0.00;137.00;54.10
04/04/2024;06:00:00;0.00;137.00;54.10
04/04/2024;07:00:00;0.00;137.00;54.10
04/04/2024;08:00:00;0.00;137.00;54.10
04/04/2024;09:00:00;0.00;137.00;54.10
04/04/2024;10:00:00;0.00;137.00;54.10
04/04/2024;11:00:00;0.00;134.00;51.40
04/04/2024;12:00:00;0.00;137.00;54.10
04/04/2024;13:00:00;0.00;135.00;52.30
04/04/2024;14:00:00;0.00;136.00;53.20
04/04/2024;15:00:00;0.00;136.00;53.20
04/04/2024;16:00:00;0.00;136.00;53.20
04/04/2024;17:00:00;0.00;136.00;53.20
04/04/2024;18:00:00;0.20;136.00;53.20
04/04/2024;19:00:00;0.00;136.00;53.20
04/04/2024;20:00:00;0.20;135.00;52.30
04/04/2024;21:00:00;0.00;135.00;52.30
04/04/2024;22:00:00;0.00;135.00;52.30
04/04/2024;23:00:00;0.00;135.00;52.30
05/04/2024;00:00:00;0.00;135.00;52.30
05/04/2024;01:00:00;0.00;134.00;51.40
05/04/2024;02:00:00;0.00;135.00;52.30
05/04/2024;03:00:00;0.00;134.00;51.40
05/04/2024;04:00:00;0.00;134.00;51.40
05/04/2024;05:00:00;0.00;134.00;51.40
05/04/2024;06:00:00;1.80;134.00;51.40
05/04/2024;07:00:00;0.00;134.00;51.40
05/04/2024;08:00:00;0.00;134.00;51.40
05/04/2024;09:00:00;0.00;134.00;51.40
05/04/2024;10:00:00;0.00;133.00;50.50
05/04/2024;11:00:00;0.00;133.00;50.50
05/04/2024;12:00:00;0.00;132.00;49.60
05/04/2024;13:00:00;0.00;132.00;49.60
05/04/2024;14:00:00;0.20;131.00;48.70
05/04/2024;15:00:00;0.00;132.00;49.60
05/04/2024;16:00:00;0.00;132.00;49.60
05/04/2024;17:00:00;0.00;133.00;50.50
05/04/2024;18:00:00;0.00;134.00;51.40
05/04/2024;19:00:00;0.00;134.00;51.40
05/04/2024;20:00:00;0.00;134.00;51.40
05/04/2024;21:00:00;0.00;134.00;51.40
05/04/2024;22:00:00;0.00;135.00;52.30
05/04/2024;23:00:00;0.00;135.00;52.30
06/04/2024;00:00:00;0.00;136.00;53.20
06/04/2024;01:00:00;0.00;138.00;55.10
06/04/2024;02:00:00;0.00;139.00;56.00
06/04/2024;03:00:00;0.00;139.00;56.00
06/04/2024;04:00:00;0.00;138.00;55.10
06/04/2024;05:00:00;0.00;138.00;55.10
06/04/2024;06:00:00;0.00;139.00;56.00
06/04/2024;07:00:00;0.00;140.00;57.00
06/04/2024;08:00:00;0.00;142.00;58.90
06/04/2024;09:00:00;0.00;142.00;58.90
06/04/2024;10:00:00;0.00;141.00;57.90
06/04/2024;11:00:00;0.00;140.00;57.00
06/04/2024;12:00:00;0.00;139.00;56.00
06/04/2024;13:00:00;0.00;139.00;56.00
06/04/2024;14:00:00;0.00;139.00;56.00
06/04/2024;15:00:00;0.00;139.00;56.00
06/04/2024;16:00:00;0.00;139.00;56.00
06/04/2024;17:00:00;0.00;139.00;56.00
06/04/2024;18:00:00;0.00;139.00;56.00
06/04/2024;19:00:00;0.00;138.00;55.10
06/04/2024;20:00:00;0.00;138.00;55.10
06/04/2024;21:00:00;0.00;137.00;54.10
06/04/2024;22:00:00;0.00;138.00;55.10
06/04/2024;23:00:00;0.00;139.00;56.00
07/04/2024;00:00:00;0.00;139.00;56.00
07/04/2024;01:00:00;0.00;140.00;57.00
07/04/2024;02:00:00;0.00;142.00;58.90
07/04/2024;03:00:00;0.00;143.00;59.90
07/04/2024;04:00:00;0.00;144.00;60.80
07/04/2024;05:00:00;0.00;148.00;64.90
07/04/2024;06:00:00;0.00;176.00;100.40
07/04/2024;07:00:00;0.00;181.00;108.60
07/04/2024;08:00:00;0.00;181.00;108.60
07/04/2024;09:00:00;2.40;181.00;108.60
07/04/2024;10:00:00;1.00;179.00;105.30
07/04/2024;11:00:00;0.00;178.00;103.60
07/04/2024;12:00:00;0.00;177.00;102.00
07/04/2024;13:00:00;0.00;176.00;100.40
07/04/2024;14:00:00;0.00;175.00;98.80
07/04/2024;15:00:00;0.00;174.00;97.20
07/04/2024;16:00:00;0.00;173.00;95.60
07/04/2024;17:00:00;0.00;173.00;95.60
07/04/2024;18:00:00;0.00;172.00;94.00
07/04/2024;19:00:00;0.00;170.00;90.90
07/04/2024;20:00:00;0.00;169.00;89.40
07/04/2024;21:00:00;0.00;168.00;87.80
07/04/2024;22:00:00;0.00;168.00;87.80
07/04/2024;23:00:00;0.00;167.00;86.30
08/04/2024;00:00:00;0.00;167.00;86.30
08/04/2024;01:00:00;0.00;166.00;84.50
08/04/2024;02:00:00;0.00;165.00;83.40
08/04/2024;03:00:00;0.00;165.00;83.40
08/04/2024;04:00:00;0.00;165.00;83.40
08/04/2024;05:00:00;0.00;164.00;82.20
08/04/2024;06:00:00;0.00;163.00;81.10
08/04/2024;07:00:00;0.00;162.00;79.90
08/04/2024;08:00:00;0.00;161.00;78.80
08/04/2024;09:00:00;0.00;160.00;77.70
08/04/2024;10:00:00;0.00;159.00;76.60
08/04/2024;11:00:00;0.00;157.00;74.40
08/04/2024;12:00:00;0.00;156.00;73.30
08/04/2024;13:00:00;0.00;156.00;73.30
08/04/2024;14:00:00;0.00;155.00;72.20
08/04/2024;15:00:00;0.00;154.00;71.10
08/04/2024;16:00:00;0.00;154.00;71.10
08/04/2024;17:00:00;0.00;154.00;71.10
08/04/2024;18:00:00;0.00;154.00;71.10
08/04/2024;19:00:00;0.00;154.00;71.10
08/04/2024;20:00:00;0.00;154.00;71.10
08/04/2024;21:00:00;0.00;154.00;71.10
08/04/2024;22:00:00;0.00;154.00;71.10
08/04/2024;23:00:00;0.00;154.00;71.10
09/04/2024;00:00:00;0.00;154.00;71.10
09/04/2024;01:00:00;0.00;153.00;70.10
09/04/2024;02:00:00;0.00;153.00;70.10
09/04/2024;03:00:00;0.00;153.00;70.10
09/04/2024;04:00:00;0.00;153.00;70.10
09/04/2024;05:00:00;0.00;152.00;69.00
09/04/2024;06:00:00;0.00;152.00;69.00
09/04/2024;07:00:00;0.00;151.00;68.00
09/04/2024;08:00:00;0.00;151.00;68.00
09/04/2024;09:00:00;0.00;151.00;68.00
09/04/2024;09:01:00;0.00;151.00;68.00
09/04/2024;10:00:00;0.00;151.00;68.00
09/04/2024;11:00:00;0.00;150.00;66.90
09/04/2024;12:00:00;0.00;150.00;66.90
09/04/2024;13:00:00;0.00;150.00;66.90
09/04/2024;14:00:00;0.00;150.00;66.90
09/04/2024;15:00:00;0.00;150.00;66.90
09/04/2024;16:00:00;0.00;150.00;66.90
09/04/2024;17:00:00;0.00;150.00;66.90
09/04/2024;18:00:00;0.00;150.00;66.90
09/04/2024;19:00:00;0.00;150.00;66.90
09/04/2024;20:00:00;0.00;150.00;66.90
09/04/2024;21:00:00;0.00;150.00;66.90
09/04/2024;22:00:00;0.00;150.00;66.90
09/04/2024;23:00:00;0.00;150.00;66.90
10/04/2024;00:00:00;0.00;149.00;65.90
10/04/2024;01:00:00;0.00;149.00;65.90
10/04/2024;02:00:00;0.00;149.00;65.90
10/04/2024;03:00:00;0.00;149.00;65.90
10/04/2024;04:00:00;0.00;148.00;64.90
10/04/2024;05:00:00;0.00;148.00;64.90
10/04/2024;06:00:00;0.00;148.00;64.90
10/04/2024;07:00:00;0.00;147.00;63.80
10/04/2024;08:00:00;0.00;147.00;63.80
10/04/2024;09:00:00;0.00;146.00;62.80
10/04/2024;10:00:00;0.00;146.00;62.80
10/04/2024;11:00:00;0.00;146.00;62.80
10/04/2024;12:00:00;0.00;145.00;61.80
10/04/2024;13:00:00;0.00;145.00;61.80
10/04/2024;14:00:00;0.00;145.00;61.80
10/04/2024;15:00:00;0.00;145.00;61.80
10/04/2024;16:00:00;0.00;143.00;59.90
10/04/2024;17:00:00;0.00;143.00;59.90
10/04/2024;18:00:00;0.00;143.00;59.90
10/04/2024;19:00:00;0.00;143.00;59.90
11/04/2024;00:00:00;0.00;142.00;58.90
11/04/2024;01:00:00;0.00;141.00;57.90
11/04/2024;02:00:00;0.00;141.00;57.90
11/04/2024;03:00:00;0.00;141.00;57.90
11/04/2024;04:00:00;0.00;141.00;57.90
11/04/2024;05:00:00;5.60;142.00;58.90
11/04/2024;06:00:00;7.20;142.00;58.90
11/04/2024;07:00:00;4.40;142.00;58.90
11/04/2024;08:00:00;3.40;143.00;59.90
11/04/2024;09:00:00;0.80;144.00;60.80
11/04/2024;10:00:00;0.60;145.00;61.80
11/04/2024;11:00:00;0.00;146.00;62.80
11/04/2024;12:00:00;0.00;146.00;62.80
11/04/2024;13:00:00;0.00;146.00;62.80
11/04/2024;14:00:00;0.00;145.00;61.80
11/04/2024;15:00:00;1.60;145.00;61.80
11/04/2024;16:00:00;0.40;145.00;61.80
11/04/2024;17:00:00;0.20;144.00;60.80
11/04/2024;18:00:00;0.20;143.00;59.90
11/04/2024;19:00:00;0.80;143.00;59.90
11/04/2024;20:00:00;2.00;143.00;59.90
11/04/2024;21:00:00;0.00;143.00;59.90
11/04/2024;22:00:00;0.00;142.00;58.90
11/04/2024;23:00:00;0.00;142.00;58.90
12/04/2024;00:00:00;0.00;142.00;58.90
12/04/2024;01:00:00;0.00;142.00;58.90
12/04/2024;02:00:00;0.00;142.00;58.90
12/04/2024;03:00:00;0.00;142.00;58.90
12/04/2024;04:00:00;0.00;142.00;58.90
12/04/2024;05:00:00;0.00;142.00;58.90
12/04/2024;06:00:00;0.00;142.00;58.90
12/04/2024;07:00:00;0.00;141.00;57.90
12/04/2024;08:00:00;0.00;141.00;57.90
12/04/2024;09:00:00;0.00;141.00;57.90
12/04/2024;10:00:00;0.00;141.00;57.90
12/04/2024;11:00:00;0.00;141.00;57.90
12/04/2024;12:00:00;0.00;141.00;57.90
12/04/2024;13:00:00;0.00;141.00;57.90
12/04/2024;14:00:00;0.00;141.00;57.90
12/04/2024;15:00:00;0.00;140.00;57.00
12/04/2024;16:00:00;1.20;140.00;57.00
12/04/2024;17:00:00;0.40;140.00;57.00
12/04/2024;18:00:00;1.20;140.00;57.00
12/04/2024;19:00:00;0.80;140.00;57.00
12/04/2024;20:00:00;0.20;140.00;57.00
12/04/2024;21:00:00;0.20;140.00;57.00
12/04/2024;22:00:00;0.00;140.00;57.00
12/04/2024;23:00:00;0.00;140.00;57.00
13/04/2024;00:00:00;0.00;140.00;57.00
13/04/2024;01:00:00;0.00;140.00;57.00
13/04/2024;02:00:00;0.00;140.00;57.00
13/04/2024;03:00:00;0.00;140.00;57.00
13/04/2024;04:00:00;0.00;140.00;57.00
13/04/2024;05:00:00;0.00;140.00;57.00
13/04/2024;06:00:00;0.00;141.00;57.90
13/04/2024;07:00:00;0.00;141.00;57.90
13/04/2024;08:00:00;0.00;141.00;57.90
13/04/2024;09:00:00;0.00;141.00;57.90
13/04/2024;10:00:00;0.00;140.00;57.00
13/04/2024;11:00:00;0.00;139.00;56.00
13/04/2024;12:00:00;0.00;139.00;56.00
13/04/2024;13:00:00;0.00;139.00;56.00
13/04/2024;14:00:00;0.00;138.00;55.10
13/04/2024;15:00:00;0.00;138.00;55.10
13/04/2024;16:00:00;0.00;138.00;55.10
13/04/2024;17:00:00;0.00;138.00;55.10
13/04/2024;18:00:00;0.00;139.00;56.00
13/04/2024;19:00:00;0.00;139.00;56.00
13/04/2024;20:00:00;0.00;139.00;56.00
13/04/2024;21:00:00;0.20;139.00;56.00
13/04/2024;22:00:00;2.80;139.00;56.00
13/04/2024;23:00:00;19.80;140.00;57.00
14/04/2024;00:00:00;19.60;144.00;60.80
14/04/2024;01:00:00;8.60;185.00;115.30
14/04/2024;02:00:00;3.00;197.00;136.30
14/04/2024;03:00:00;3.20;200.00;141.80
14/04/2024;04:00:00;0.80;203.00;147.30
14/04/2024;05:00:00;0.00;206.00;152.90
14/04/2024;06:00:00;0.00;211.00;162.50
14/04/2024;07:00:00;0.00;214.00;168.30
14/04/2024;08:00:00;0.00;218.00;176.20
14/04/2024;09:00:00;0.00;217.00;174.20
14/04/2024;10:00:00;0.00;215.00;170.30
14/04/2024;11:00:00;0.00;214.00;168.30
14/04/2024;12:00:00;0.00;212.00;164.40
14/04/2024;13:00:00;0.00;211.00;162.50
14/04/2024;14:00:00;0.00;210.00;160.60
14/04/2024;15:00:00;0.00;208.00;156.70
14/04/2024;16:00:00;0.00;206.00;152.90
14/04/2024;17:00:00;0.00;204.00;149.20
14/04/2024;18:00:00;0.00;202.00;145.50
14/04/2024;19:00:00;0.00;200.00;141.80
14/04/2024;20:00:00;0.00;198.00;138.10
14/04/2024;21:00:00;0.00;197.00;136.30
14/04/2024;22:00:00;0.00;195.00;132.70
14/04/2024;23:00:00;0.00;193.00;129.20
15/04/2024;00:00:00;0.00;192.00;127.40
15/04/2024;01:00:00;0.00;191.00;125.60
15/04/2024;02:00:00;0.00;190.00;123.90
15/04/2024;03:00:00;0.00;189.00;122.20
15/04/2024;04:00:00;0.00;187.00;118.70
15/04/2024;05:00:00;0.00;187.00;118.70
15/04/2024;06:00:00;0.00;193.00;129.20
15/04/2024;07:00:00;0.00;222.00;184.20
15/04/2024;08:00:00;0.00;246.00;235.20
15/04/2024;09:00:00;0.00;251.00;246.40
15/04/2024;10:00:00;0.00;252.00;248.60
15/04/2024;11:00:00;0.00;252.00;248.60
15/04/2024;12:00:00;0.00;251.00;246.40
15/04/2024;13:00:00;0.00;248.00;239.60
15/04/2024;14:00:00;0.00;244.00;230.75
15/04/2024;15:00:00;0.00;240.00;222.00
15/04/2024;16:00:00;0.00;236.00;213.38
15/04/2024;17:00:00;0.00;231.00;202.79
15/04/2024;18:00:00;0.00;228.00;196.53
15/04/2024;19:00:00;0.00;224.00;188.30
15/04/2024;20:00:00;0.00;220.00;180.20
15/04/2024;21:00:00;0.40;217.00;174.22
15/04/2024;22:00:00;0.00;214.00;168.31
15/04/2024;23:00:00;0.00;212.00;164.41
16/04/2024;00:00:00;0.00;209.00;158.64
16/04/2024;01:00:00;0.00;206.00;152.94
16/04/2024;02:00:00;0.00;204.00;149.18
16/04/2024;03:00:00;0.00;201.00;143.61
16/04/2024;04:00:00;0.00;200.00;141.77
16/04/2024;05:00:00;0.00;198.00;138.12
16/04/2024;06:00:00;0.00;197.00;136.31
16/04/2024;07:00:00;0.00;195.00;132.72
16/04/2024;08:00:00;0.40;194.00;130.93
16/04/2024;09:00:00;0.00;193.00;129.16
16/04/2024;10:00:00;0.00;193.00;129.16
16/04/2024;11:00:00;0.00;192.00;127.39
16/04/2024;12:00:00;0.00;192.00;127.39
16/04/2024;13:00:00;0.80;191.00;125.63
16/04/2024;14:00:00;2.00;190.00;123.89
16/04/2024;15:00:00;3.20;190.00;123.89
16/04/2024;16:00:00;0.20;189.00;122.15
16/04/2024;17:00:00;0.00;188.00;120.42
16/04/2024;18:00:00;0.00;187.00;118.70
16/04/2024;19:00:00;0.20;186.00;116.99
16/04/2024;20:00:00;3.20;186.00;116.99
16/04/2024;21:00:00;1.60;187.00;118.70
16/04/2024;22:00:00;1.20;187.00;118.70
16/04/2024;23:00:00;0.00;187.00;118.70
17/04/2024;00:00:00;0.00;190.00;123.89
17/04/2024;01:00:00;0.00;195.00;132.72
17/04/2024;02:00:00;0.00;203.00;147.31
17/04/2024;03:00:00;0.40;211.00;162.48
17/04/2024;04:00:00;0.00;217.00;174.22
17/04/2024;05:00:00;0.00;222.00;184.23
17/04/2024;06:00:00;0.00;226.00;192.40
17/04/2024;07:00:00;0.00;227.00;194.46
17/04/2024;08:00:00;0.00;228.00;196.53
17/04/2024;09:00:00;0.00;229.00;198.60
17/04/2024;10:00:00;0.00;233.00;207.00
17/04/2024;11:00:00;0.00;258.00;262.36
17/04/2024;12:00:00;0.00;278.00;310.12
17/04/2024;13:00:00;0.00;283.00;322.52
17/04/2024;14:00:00;0.00;282.00;320.03
17/04/2024;15:00:00;0.00;279.00;312.59
17/04/2024;16:00:00;0.00;275.00;302.76
17/04/2024;17:00:00;0.00;272.00;295.48
17/04/2024;18:00:00;0.00;268.00;285.86
17/04/2024;19:00:00;0.00;266.00;281.10
17/04/2024;20:00:00;0.00;263.00;274.02
17/04/2024;21:00:00;0.00;261.00;269.33
17/04/2024;22:00:00;0.00;259.00;264.68
17/04/2024;23:00:00;0.00;258.00;262.36
18/04/2024;00:00:00;0.00;256.00;257.75
18/04/2024;01:00:00;0.00;254.00;253.17
18/04/2024;02:00:00;0.00;252.00;248.63
18/04/2024;03:00:00;0.00;251.00;246.36
18/04/2024;04:00:00;0.00;250.00;244.11
18/04/2024;05:00:00;0.00;248.00;239.63
18/04/2024;06:00:00;0.00;247.00;237.39
18/04/2024;07:00:00;0.00;245.00;232.96
18/04/2024;08:00:00;0.00;243.00;228.55
18/04/2024;09:00:00;0.00;240.00;222.00
18/04/2024;10:00:00;0.00;237.00;215.52
18/04/2024;11:00:00;0.00;234.00;209.12
18/04/2024;12:00:00;0.00;231.00;202.79
18/04/2024;13:00:00;0.00;229.00;198.60
18/04/2024;14:00:00;0.00;226.00;192.40
18/04/2024;15:00:00;0.00;224.00;188.30
18/04/2024;16:00:00;0.00;222.00;184.23
18/04/2024;17:00:00;0.00;220.00;180.20
18/04/2024;18:00:00;0.00;218.00;176.20
18/04/2024;19:00:00;0.00;216.00;172.24
18/04/2024;20:00:00;0.00;214.00;168.31
18/04/2024;21:00:00;0.00;212.00;164.41
18/04/2024;22:00:00;0.00;211.00;162.48
18/04/2024;23:00:00;0.00;209.00;158.64
19/04/2024;00:00:00;0.00;207.00;154.83
19/04/2024;01:00:00;0.00;206.00;152.94
19/04/2024;02:00:00;0.00;204.00;149.18
19/04/2024;03:00:00;0.00;203.00;147.31
19/04/2024;04:00:00;0.00;201.00;143.61
19/04/2024;05:00:00;0.00;200.00;141.77
19/04/2024;06:00:00;0.00;199.00;139.94
19/04/2024;07:00:00;0.00;198.00;138.12
19/04/2024;08:00:00;0.00;197.00;136.31
19/04/2024;09:00:00;0.00;195.00;132.72
19/04/2024;10:00:00;0.00;193.00;129.16
19/04/2024;11:00:00;0.00;192.00;127.39
19/04/2024;12:00:00;0.00;191.00;125.63
19/04/2024;13:00:00;0.00;190.00;123.89
19/04/2024;14:00:00;0.00;189.00;122.15
19/04/2024;15:00:00;0.00;188.00;120.42
19/04/2024;16:00:00;0.00;187.00;118.70
19/04/2024;17:00:00;0.00;187.00;118.70
19/04/2024;18:00:00;0.00;186.00;116.99
19/04/2024;19:00:00;0.00;185.00;115.29
19/04/2024;20:00:00;0.00;184.00;113.59
19/04/2024;21:00:00;0.00;182.00;110.24
19/04/2024;22:00:00;0.00;182.00;110.24
19/04/2024;23:00:00;0.00;181.00;108.58
20/04/2024;01:00:00;0.00;179.00;105.28
20/04/2024;02:00:00;0.00;178.00;103.64
20/04/2024;03:00:00;0.00;178.00;103.64
20/04/2024;04:00:00;0.00;177.00;102.02
20/04/2024;05:00:00;0.00;176.00;100.40
20/04/2024;06:00:00;0.00;175.00;98.80
20/04/2024;07:00:00;0.00;175.00;98.80
20/04/2024;08:00:00;0.00;175.00;98.80
20/04/2024;09:00:00;0.00;174.00;97.20
20/04/2024;10:00:00;0.00;172.00;94.04
20/04/2024;11:00:00;0.00;172.00;94.04
20/04/2024;12:00:00;0.00;171.00;92.47
20/04/2024;13:00:00;0.00;170.00;90.92
20/04/2024;14:00:00;0.00;170.00;90.92
20/04/2024;15:00:00;0.00;170.00;90.92
20/04/2024;16:00:00;0.00;169.00;89.37
20/04/2024;17:00:00;0.00;169.00;89.37
20/04/2024;18:00:00;0.00;168.00;87.83
20/04/2024;19:00:00;0.00;168.00;87.83
20/04/2024;20:00:00;0.00;168.00;87.83
20/04/2024;21:00:00;0.00;167.00;86.31
20/04/2024;22:00:00;0.00;167.00;86.31
20/04/2024;23:00:00;0.00;167.00;86.31
21/04/2024;00:00:00;0.00;166.00;84.52
21/04/2024;01:00:00;0.00;165.00;83.36
21/04/2024;02:00:00;0.00;165.00;83.36
21/04/2024;03:00:00;0.00;164.00;82.20
21/04/2024;04:00:00;0.00;164.00;82.20
21/04/2024;05:00:00;0.00;163.00;81.06
21/04/2024;06:00:00;0.00;163.00;81.06
21/04/2024;07:00:00;0.00;162.00;79.92
21/04/2024;08:00:00;0.00;162.00;79.92
21/04/2024;09:00:00;0.00;161.00;78.79
21/04/2024;10:00:00;0.00;161.00;78.79
21/04/2024;11:00:00;0.00;157.00;74.36
21/04/2024;12:00:00;0.00;159.00;76.56
21/04/2024;13:00:00;0.00;159.00;76.56
21/04/2024;14:00:00;0.00;158.00;75.46
21/04/2024;15:00:00;0.00;158.00;75.46
21/04/2024;16:00:00;0.00;157.00;74.36
21/04/2024;17:00:00;0.00;157.00;74.36
21/04/2024;18:00:00;0.00;157.00;74.36
21/04/2024;19:00:00;0.00;157.00;74.36
21/04/2024;20:00:00;0.00;157.00;74.36
21/04/2024;21:00:00;0.00;156.00;73.27
21/04/2024;22:00:00;0.00;156.00;73.27
21/04/2024;23:00:00;0.00;156.00;73.27
22/04/2024;00:00:00;0.00;156.00;73.27
22/04/2024;01:00:00;0.00;156.00;73.27
22/04/2024;02:00:00;0.00;156.00;73.27
22/04/2024;03:00:00;0.00;155.00;72.19
22/04/2024;04:00:00;0.00;155.00;72.19
22/04/2024;05:00:00;0.00;154.00;71.12
22/04/2024;06:00:00;0.00;154.00;71.12
22/04/2024;07:00:00;0.00;154.00;71.12
22/04/2024;08:00:00;0.00;154.00;71.12
22/04/2024;09:00:00;0.00;153.00;70.05
22/04/2024;10:00:00;0.00;153.00;70.05
22/04/2024;11:00:00;0.00;153.00;70.05
22/04/2024;12:00:00;0.00;152.00;69.00
22/04/2024;13:00:00;0.00;152.00;69.00
22/04/2024;14:00:00;0.00;152.00;69.00
22/04/2024;15:00:00;0.00;152.00;69.00
22/04/2024;16:00:00;0.00;151.00;67.95
22/04/2024;17:00:00;0.00;151.00;67.95
22/04/2024;18:00:00;0.00;151.00;67.95
22/04/2024;19:00:00;0.00;151.00;67.95
22/04/2024;20:00:00;0.00;151.00;67.95
22/04/2024;21:00:00;0.40;150.00;66.91
22/04/2024;22:00:00;0.00;151.00;67.95
22/04/2024;23:00:00;0.00;150.00;66.91
23/04/2024;00:00:00;0.00;150.00;66.91
23/04/2024;01:00:00;0.00;150.00;66.91
23/04/2024;02:00:00;0.00;150.00;66.91
23/04/2024;03:00:00;0.00;150.00;66.91
23/04/2024;04:00:00;0.00;150.00;66.91
23/04/2024;05:00:00;0.00;150.00;66.91
23/04/2024;06:00:00;0.00;150.00;66.91
23/04/2024;07:00:00;0.00;150.00;66.91
23/04/2024;08:00:00;0.00;150.00;66.91
23/04/2024;09:00:00;0.00;150.00;66.91
23/04/2024;10:00:00;0.00;149.00;65.88
23/04/2024;11:00:00;0.00;148.00;64.85
23/04/2024;12:00:00;0.00;149.00;65.88
23/04/2024;13:00:00;0.00;148.00;64.85
23/04/2024;14:00:00;0.00;148.00;64.85
23/04/2024;15:00:00;0.00;147.00;63.84
23/04/2024;16:00:00;0.00;147.00;63.84
23/04/2024;17:00:00;0.00;147.00;63.84
23/04/2024;18:00:00;0.00;147.00;63.84
23/04/2024;19:00:00;0.00;147.00;63.84
23/04/2024;20:00:00;0.00;146.00;62.83
23/04/2024;21:00:00;0.00;146.00;62.83
23/04/2024;22:00:00;0.00;146.00;62.83
23/04/2024;23:00:00;0.00;146.00;62.83
24/04/2024;00:00:00;0.00;146.00;62.83
24/04/2024;01:00:00;0.00;146.00;62.83
24/04/2024;02:00:00;0.00;146.00;62.83
24/04/2024;03:00:00;0.00;146.00;62.83
24/04/2024;04:00:00;0.00;146.00;62.83
24/04/2024;05:00:00;0.00;146.00;62.83
24/04/2024;06:00:00;0.00;145.00;61.83
24/04/2024;07:00:00;0.00;145.00;61.83
24/04/2024;08:00:00;0.00;145.00;61.83
24/04/2024;09:00:00;0.00;145.00;61.83
24/04/2024;10:00:00;0.00;145.00;61.83
